ID,HSK,FREQ,GENERAL_STANDARD,RADICAL,STROKE_COUNT,CHINESE_CHARACTER,PINYIN,TONE,MEANING
1552,6,1021,2110,言 149.8,10,诸,zhū,1,"various, all, these; surname"
1553,6,1024,514,广 53.3,6,庄,zhuāng,1,"village, hamlet; villa, manor"
1554,6,1025,1710,示 113.5,9,祖,zǔ,3,"ancestor, forefather; grandfather"
1555,6,1028,3234,日 72.11,15,暴,bào,4,"violent, brutal, tyrannical"
1556,6,1030,2510,土 32.10,12,塔,tǎ,3,"tower, spire, tall building"
1557,6,1034,2480,阜 170.9,11,隐,yǐn,3,"hide, conceal; hidden, secret"
1558,6,1039,2859,艸 140.10,13,蒙,méng,2,cover; ignorant; suffer; mongolia
1559,6,1045,2352,欠 76.7,11,欲,yù,4,"desire, want, long for; intend"
1560,6,1048,3085,辵 162.11,14,遭,zāo,1,"come across, meet with, encounter"
1561,6,1060,1975,彳 60.7,10,徒,tú,2,"disciple, follower; go on foot"
1562,6,1080,3025,土 32.10,13,塞,sāi,1,"stop up, block, seal, cork; pass, frontier; fortress"
1563,6,1086,1574,人 9.7,9,侵,qīn,1,"invade, encroach upon, raid"
1564,6,1095,798,谷 150.0,7,谷,gǔ,3,"valley, gorge, ravine"
1565,6,1112,3290,水 85.12,15,潜,qián,2,"hide; hidden, secret, latent"
1566,6,1117,1802,口 30.7,10,哲,zhé,2,"wise, sagacious; wise man, sage"
1567,6,1119,975,手 64.5,8,抵,dǐ,3,"resist, oppose; deny; off-set"
1568,6,1129,1031,木 75.4,8,杰,jié,2,"hero; heroic, outstanding"
1569,6,1137,2420,水 85.8,11,混,hùn,4,"to mix, blend, mingle; to bumble along"
1570,6,1142,2247,皿 108.7,11,盛,shèng,4,"abundant, flourishing; contain; fill"
1571,6,1143,1742,心 61.5,9,怒,nù,4,"anger, rage, passion; angry"
1572,6,1150,1460,歹 78.5,9,残,cán,2,"injure, spoil; oppress; broken"
1573,6,1156,545,宀 40.3,6,宇,yǔ,3,"house; building, structure; eaves"
1574,6,1157,2370,犬 94.8,11,猛,měng,3,"violent, savage, cruel; bold"
1575,6,1159,2226,木 75.7,11,梅,méi,2,plums; prunes; surname
1576,6,1160,2956,殳 79.9,13,毁,huǐ,3,destroy
1577,6,1163,2907,皿 108.8,13,盟,méng,2,"swear; oath, covenant, alliance"
1578,6,1171,601,麥 199.0,7,麦,mài,4,"wheat, barley, oats; simplified form of KangXi radical number 199"
1579,6,1182,1250,水 85.5,8,沿,yán,2,"follow a course, go along"
1580,6,1194,2267,口 30.8,11,啦,la,0,final particle of assertion
1581,6,1197,2530,手 64.9,12,援,yuán,2,"aid, assist; lead; cite"
1582,6,1199,396,大 37.3,6,夺,duó,2,"take by force, rob, snatch"
1583,6,1204,2334,人 9.9,11,偏,piān,1,inclined one side; slanting
1584,6,1220,1147,人 9.6,8,侧,cè,4,"side; incline, slant, lean"
1585,6,1223,1954,人 9.8,10,债,zhài,4,"debt, loan, liabilities"
1586,6,1225,3334,虫 142.10,16,融,róng,2,"melt, fuse; blend, harmonize"
1587,6,1236,936,糸 120.4,7,纵,zòng,4,"indulge in, give free reign to"
1588,6,1237,3038,阜 170.11,13,障,zhàng,4,separate; shield; barricade
1589,6,1238,322,言 149.3,5,讯,xùn,4,inquire; ask; examine; reproach
1590,6,1239,2070,水 85.7,10,涉,shè,4,"ford stream, wade across"
1591,6,1241,191,刀 18.3,5,刊,kān,1,"publication, periodical; publish"
1592,6,1243,3471,火 86.15,19,爆,bào,4,"crackle, pop, burst, explode"
1593,6,1244,157,丿 4.3,4,乌,wū,1,"crow, rook, raven; black, dark"
1594,6,1249,2285,心 61.7,11,患,huàn,4,"suffer, worry about; suffering"
1595,6,1250,919,女 38.4,7,妙,miào,4,"mysterious, subtle; exquisite"
1596,6,1258,2026,疒 104.5,10,症,zhèng,4,"disease, illness, ailment"
1597,6,1260,1959,人 9.8,10,倾,qīng,1,"upset, pour out, overflow"
1598,6,1262,2138,阜 170.8,10,陷,xiàn,4,"submerge, sink, plunge; trap"
1599,6,1270,3203,手 64.12,15,撤,chè,4,omit; remove; withdraw
1600,6,1273,2028,疒 104.5,10,疾,jí,2,"illness, disease, sickness; to hate"
1601,6,1274,2824,糸 120.9,12,缘,yuán,2,"hem, margin; reason, cause; fate"
1602,6,1283,274,人 9.3,5,仪,yí,2,"ceremony, rites gifts; admire"
1603,6,1285,1049,大 37.6,8,奔,bēn,1,"run fast, flee; rush about; run"
1604,6,1288,1345,馬 187.5,8,驻,zhù,4,"to be stationed at, reside at; to stop"
1605,6,1299,257,口 30.2,5,叹,tàn,4,"sigh, admire"
1606,6,1305,1918,网 122.5,10,罢,bà,4,"cease, finish, stop; give up"
1607,6,1307,1163,彳 60.5,8,径,jìng,4,narrow path; diameter; direct
1608,6,1308,1690,心 61.6,9,恰,qià,4,"just, exactly, precisely; proper"
1609,6,1312,1783,手 64.7,10,捕,bǔ,3,"arrest, catch, seize"
1610,6,1317,2595,衣 145.6,12,裂,liè,4,"split, crack, break open; rend"
1611,6,1321,415,小 42.3,6,尖,jiān,1,"sharp, pointed, acute, keen"
1612,6,1322,1094,心 61.4,8,忠,zhōng,1,"loyalty, devotion, fidelity"
1613,6,1324,1237,火 86.4,8,炎,yán,2,"flame, blaze; hot"
1614,6,1330,3213,木 75.11,15,横,héng,2,across
1615,6,1334,1319,子 39.5,8,孤,gū,1,"orphan, fatherless; solitary"
1616,6,1340,3363,行 144.10,16,衡,héng,2,"measure, weigh, judge, consider"
1617,6,1341,1595,肉 130.5,9,胞,bāo,1,"womb, placenta, fetal membrane"
1618,6,1350,1664,水 85.6,9,洪,hóng,2,"vast, immense; flood, deluge"
1619,6,1357,1889,日 72.6,10,晓,xiǎo,3,"dawn, daybreak; clear, explicit"
1620,6,1359,1178,貝 154.4,8,贫,pín,2,"poor, impoverished, needy"
1621,6,1365,2872,貝 154.9,13,赖,lài,4,"rely, depend on; accuse falsely"
1622,6,1368,473,人 9.4,6,仰,yǎng,3,"raise the head to look; look up to, rely on, admire"
1623,6,1376,1220,广 53.5,8,废,fèi,4,"abrogate, terminate, discard"
1624,6,1378,145,凵 17.2,4,凶,xiōng,1,"culprit; murder; bad, sad"
1625,6,1382,943,大 37.5,8,奉,fèng,4,offer; receive; serve; respect
1626,6,1383,2393,方 70.7,11,旋,xuán,2,"revolve, move in orbit; return"
1627,6,1404,1034,十 24.6,8,丧,sàng,4,mourning; mourn; funeral
1628,6,1406,2765,水 85.9,12,渡,dù,4,"cross, ferry over; ferry"
1629,6,1407,3152,方 70.10,14,旗,qí,2,"banner, flag, streamer"
1630,6,1411,85,手 64.1,4,扎,zhā,1,pull up; pierce; struggle free
1631,6,1413,2487,糸 120.8,11,绪,xù,4,"end of thread; thread, clue"
1632,6,1416,2436,木 75.7,11,梁,liáng,2,bridge; beam; rafters; surname
1633,6,1417,189,幺 52.1,4,幻,huàn,4,"illusion, fantasy, mirage"
1634,6,1431,77,二 7.2,4,井,jǐng,3,"well, mine shaft, pit"
1635,6,1432,510,士 33.3,6,壮,zhuàng,4,"big, large; robust; name of tribe"
1636,6,1438,2594,歹 78.8,12,殖,zhí,2,"breed, spawn; increase; prosper"
1637,6,1443,183,儿 10.2,4,允,yǔn,3,"to grant, to allow, to consent"
1638,6,1451,2428,水 85.8,11,液,yè,4,"sap, juice, liquid, fluid"
1639,6,1452,2709,田 102.7,12,番,fān,1,"to take turns; a turn, a time; to repeat"
1640,6,1461,874,心 61.4,7,忧,yōu,1,"sad, grieved; grief, melancholy"
1641,6,1462,2077,水 85.7,10,浮,fú,2,"to float, drift, waft; to exceed; superfluous"
1642,6,1472,459,人 9.4,6,伍,wǔ,3,"five, company of five; troops"
1643,6,1473,1921,山 46.7,10,峰,fēng,1,"peak, summit; hump of camel"
1644,6,1478,1351,貝 154.4,8,贯,guàn,4,a string of 1000 coins; to go through
1645,6,1481,1230,刀 18.6,8,券,quàn,4,"certificate, ticket; title deeds"
1646,6,1482,2299,山 46.8,11,崇,chóng,2,"esteem, honor, revere, venerate"
1647,6,1491,1019,木 75.4,8,枝,zhī,1,"branches, limbs; branch off"
1648,6,1492,968,手 64.5,8,拖,tuō,1,"drag, tow, haul; delay, prolong"
1649,6,1493,3255,土 32.12,15,墨,mò,4,ink; writing
1650,6,1494,1191,肉 130.4,8,胁,xié,2,"ribs, armpits; flank; threaten"
1651,6,1496,3267,竹 118.9,15,箭,jiàn,4,arrow; type of bamboo
1652,6,1498,2053,米 119.4,10,粉,fěn,3,"powder, face powder; plaster"
1653,6,1499,1258,水 85.5,8,泥,ní,2,"mud, mire; earth, clay; plaster"
1654,6,1505,3189,心 61.11,15,慧,huì,4,"bright, intelligent; intelligence"
1655,6,1508,2770,心 61.9,12,愤,fèn,4,"resent, hate; indignant"
1656,6,1509,199,手 64.2,5,扑,pū,1,"pound, beat, strike; attack"
1657,6,1516,2276,足 157.4,11,跃,yuè,4,"skip, jump, frolic"
1658,6,1526,2697,人 9.10,12,储,chǔ,3,"save money, store, reserve; heir"
1659,6,1530,2449,心 61.8,11,惨,cǎn,3,"sad, pitiful, wretched; cruel"
1660,6,1531,1663,水 85.6,9,洁,jié,2,"clean, purify, pure"
1661,6,1537,3367,石 112.11,16,磨,mó,2,grind; polish; rub; wear out; a millstone
1662,6,1543,1354,大 37.6,9,奏,zòu,4,memorialize emperor; report
1663,6,1548,627,貝 154.3,7,贡,gòng,4,"offer tribute; tribute, gifts"
1664,6,1550,989,土 32.5,8,坡,pō,1,"slope, bank, hillside"
1665,6,1552,3059,戈 62.10,14,截,jié,2,"cut off, stop, obstruct, intersect"
1666,6,1554,2695,火 86.8,12,焦,jiāo,1,"burned, scorched; anxious, vexed"
1667,6,1559,2582,辵 162.9,12,逼,bī,1,"compel, pressure, force; bother"
1668,6,1561,1193,日 72.4,8,昏,hūn,1,"dusk, nightfall, twilight, dark"
1669,6,1578,2628,足 157.5,12,践,jiàn,4,"trample, tread upon, walk on"
1670,6,1582,1544,牛 93.5,9,牲,shēng,1,sacrificial animal; animal
1671,6,1583,1135,人 9.6,8,佳,jiā,1,"good, auspicious; beautiful; delightful"
1672,6,1587,3263,禾 115.10,15,稿,gǎo,3,"draft, manuscript, rough copy"
1673,6,1590,2630,足 157.5,12,跌,diē,1,"stumble, slip, fall down; stamp"
1674,6,1606,1084,日 72.4,8,昌,chāng,1,"light of sun; good, proper"
1675,6,1613,2657,金 167.7,12,铺,pù,4,"shop, store; place sleep, bed"
1676,6,1619,2388,皿 108.6,11,盗,dào,4,"rob, steal; thief, bandit"
1677,6,1623,2606,小 42.9,12,辉,huī,1,"brightness, luster, brilliance"
1678,6,1625,357,手 64.3,6,扣,kòu,4,"knock, strike, rap, tap; button"
1679,6,1628,3110,口 30.11,14,嘛,ma,0,final exclamatory particle
1680,6,1630,451,辵 162.3,6,迁,qiān,1,"move, shift, change; transfer; relocate a capital city"
1681,6,1640,1794,土 32.7,10,埋,mái,2,"bury, secrete, conceal"
1682,6,1654,1606,犬 94.6,9,狠,hěn,3,"vicious, cruel; severely, extreme"
1683,6,1655,2894,金 167.5,13,鉴,jiàn,4,"mirror, looking glass; reflect"
1684,6,1657,2219,木 75.7,11,械,xiè,4,"weapons; implements, instruments"
1685,6,1666,2522,手 64.9,12,揭,jiē,1,"raise, lift up; surname"
1686,6,1668,2091,心 61.7,10,悟,wù,4,"to apprehend, realize, become aware"
1687,6,1671,2664,金 167.7,12,锋,fēng,1,"point of spear, sharp point"
1688,6,1674,2119,示 113.6,10,祥,xiáng,2,"good luck, good omen; happiness"
1689,6,1675,2737,門 169.9,12,阔,kuò,4,"broad, ample, wide; be apart"
1690,6,1676,3024,言 149.6,13,誉,yù,4,"fame, reputation; praise"
1691,6,1679,1458,大 37.6,9,牵,qiān,1,"drag, pull, lead by hand"
1692,6,1686,2116,衣 145.5,10,袖,xiù,4,sleeve; put something in sleeve
1693,6,1691,1435,木 75.5,9,柱,zhù,4,"pillar, post; support; lean on"
1694,6,1696,880,牛 93.3,7,牢,láo,2,"prison; stable, pen; secure"
1695,6,1699,2543,欠 76.8,12,欺,qī,1,"cheat, double-cross, deceive"
1696,6,1723,344,糸 120.2,5,纠,jiū,1,"investigate, inspect"
1697,6,1724,1930,金 167.5,10,钻,zuān,1,"drill, bore; pierce; diamond"
1698,6,1730,1768,耒 127.4,10,耗,hào,4,"consume, use up; waste, squander"
1699,6,1733,2205,艸 140.8,11,菌,jūn,1,"mushroom; germ, microbe"
1700,6,1737,1708,戶 63.5,9,扁,biǎn,3,"flat; tablet, signboard"
1701,6,1744,2705,彳 60.9,12,循,xún,2,"obey, comply with, follow"
1702,6,1753,3242,足 157.8,15,踏,tà,4,"step on, trample, tread on, walk"
1703,6,1760,803,肉 130.3,7,肝,gān,1,liver
1704,6,1772,2306,金 167.6,11,铜,tóng,2,"copper, brass, bronze"
1705,6,1774,2913,足 157.6,13,跨,kuà,4,"straddle, bestride, ride; carry"
1706,6,1787,1838,木 75.6,10,档,dàng,4,"shelf; frame, crosspiece"
1707,6,1792,1183,肉 130.4,8,肿,zhǒng,3,swell; swollen; swelling
1708,6,1795,754,山 46.4,7,岗,gǎng,3,post; position
1709,6,1797,607,口 30.4,7,吞,tūn,1,"swallow; absorb, annex, engulf"
1710,6,1798,879,宀 40.4,7,宏,hóng,2,"wide, spacious, great, vast"
1711,6,1804,3476,羽 124.14,20,耀,yào,4,"shine, sparkle, dazzle; glory"
1712,6,1805,653,手 64.4,7,扭,niǔ,3,"turn, twist, wrench; seize, grasp"
1713,6,1807,991,手 64.5,8,拨,bō,1,move; dispel; distribute
1714,6,1809,1757,糸 120.6,9,绘,huì,4,"draw, sketch, paint"
1715,6,1814,1939,牛 93.6,10,牺,xī,1,"sacrifice, give up; sacrificial"
1716,6,1816,2853,土 32.11,13,墓,mù,4,"grave, tomb"
1717,6,1822,1795,手 64.7,10,捉,zhuō,1,"grasp, clutch; catch, seize"
1718,6,1826,3041,女 38.10,13,嫌,xián,2,"hate, detest; suspect; criticize"
1719,6,1831,1175,乙 5.7,8,乳,rǔ,3,"breast, nipples; milk, suckle"
1720,6,1832,736,丨 2.6,7,串,chuàn,4,string; relatives; conspire
1721,6,1833,1735,女 38.6,9,娃,wá,2,baby; doll; pretty girl
1722,6,1842,2511,手 64.10,12,搭,dā,1,"join together, attach to; add to"
1723,6,1845,3056,口 30.11,14,嘉,jiā,1,excellent; joyful; auspicious
1724,6,1858,547,宀 40.3,6,宅,zhái,2,"residence, dwelling, home; grave"
1725,6,1859,2411,水 85.8,11,添,tiān,1,"append, add to; increase"
1726,6,1860,1394,手 64.6,9,挖,wā,1,"dig, dig out, gouge out, scoop"
1727,6,1863,1936,气 84.6,10,氧,yǎng,3,oxygen
1728,6,1867,3087,酉 164.7,14,酷,kù,4,"strong, stimulating; very"
1729,6,1879,2264,心 61.7,11,悬,xuán,2,"hang, suspend, hoist; be hung"
1730,6,1882,149,人 9.2,4,仓,cāng,1,granary; berth; sea
1731,6,1883,404,車 159.2,6,轨,guǐ,3,"track, rut, path"
1732,6,1891,1724,尸 44.6,9,屏,píng,2,"folding screen, shield"
1733,6,1892,355,寸 41.3,6,寺,sì,4,"court, office; temple, monastery"
1734,6,1896,3165,水 85.11,14,滴,dī,1,drip; drop of water
1735,6,1945,3132,肉 130.11,14,膜,mó,2,membrane; to kneel and worship
1736,6,1958,449,舌 135.0,6,舌,shé,2,tongue; clapper of bell; KangXi radical 135
1737,6,1960,2690,人 9.11,12,傲,ào,4,"proud, haughty, overbearing"
1738,6,1967,2574,木 75.8,12,棉,mián,2,cotton; cotton padded
1739,6,1980,1238,火 86.4,8,炉,lú,2,"fireplace, stove, oven, furnace"
1740,6,1982,2777,心 61.9,12,愉,yú,2,"pleasant, delightful; please"
1741,6,1997,1297,言 149.8,8,诞,dàn,4,"bear children, give birth; birth"
1742,6,2000,1251,水 85.5,8,泡,pào,4,"bubbles, suds; blister; soak"
1743,6,2009,1124,气 84.4,8,氛,fēn,1,"gas, vapor, air"
1744,6,2011,678,木 75.3,7,杆,gān,1,pole; shaft of spear
1745,6,2012,1815,手 64.7,10,挨,āi,1,"near, close by, next to, towards, against; to wait; to lean on"
1746,6,2024,1778,頁 181.4,10,顽,wán,2,"obstinate, stubborn; recalcitrant"
1747,6,2037,2651,貝 154.8,12,赌,dǔ,3,"bet, gamble, wager; compete"
1748,6,2044,1181,肉 130.4,8,肺,fèi,4,lungs
1749,6,2050,428,口 30.3,6,吊,diào,4,"condole, mourn, pity; hang"
1750,6,2079,1222,目 109.3,8,盲,máng,2,"blind; unperceptive, shortsighted"
1751,6,2101,1437,木 75.5,9,栏,lán,2,"railing, balustrade; animal pan"
1752,6,2120,2125,言 149.8,10,谅,liàng,4,"excuse, forgive; guess, presume"
1753,6,2122,1086,日 72.4,8,畅,chàng,4,"smoothly, freely, unrestrained"
1754,6,2128,2917,足 157.6,13,跪,guì,4,kneel
1755,6,2149,3155,欠 76.10,14,歉,qiàn,4,"deficient, lacking, insufficient"
1756,6,2155,2101,宀 40.7,10,宴,yàn,4,"to entertain, feast; a feast, banquet"
1757,6,2167,3325,艸 140.13,16,薪,xīn,1,"fuel, firewood; salary"
1758,6,2174,1480,目 109.4,9,盼,pàn,4,"look, gaze; expect, hope for"
1759,6,2179,1114,貝 154.4,8,账,zhàng,4,"accounts; bill, debt; credit"
1760,6,2182,3112,貝 154.10,14,赚,zhuàn,4,"make money, earn; gain, profit"
1761,6,2183,3196,手 64.12,15,撑,chēng,1,"prop up, support; brace"
1762,6,2198,1076,日 72.4,8,旺,wàng,4,prosper; prosperous; increase
1763,6,2215,1897,日 72.6,10,晕,yūn,1,"halo in sky; fog; dizzy, faint"
1764,6,2218,2180,手 64.8,11,掏,tāo,1,take out; pull out; clean out
1765,6,2230,3380,心 61.13,16,懒,lǎn,3,"lazy, languid, listless"
1766,6,2232,967,手 64.5,8,拐,guǎi,3,"kidnap, abduct; turn"
1767,6,2235,1797,手 64.7,10,捐,juān,1,"contribute; give up, renounce"
1768,6,2248,1756,馬 187.6,9,骄,jiāo,1,spirited horse; haughty
1769,6,2253,2845,耳 128.7,13,聘,pìn,4,"engage, employ; betroth"
1770,6,2269,3381,心 61.13,16,憾,hàn,4,"to regret, remorse; dissatisfied"
1771,6,2315,2416,水 85.9,11,渠,qú,2,"ditch, canal, channel, gutter"
1772,6,2345,2798,言 149.10,12,谦,qiān,1,"humble, modest"
1773,6,2350,1129,刀 18.6,8,刮,guā,1,"shave, pare off, scrape"
1774,6,2378,2244,爻 89.7,11,爽,shuǎng,3,"happy, cheerful; refreshing"
1775,6,2384,361,工 48.3,6,巩,gǒng,3,"bind; firm, secure, strong"
1776,6,2408,1629,口 30.6,9,咨,zī,1,"inquire, consult, discuss; plan"
1777,6,2416,2462,言 149.9,11,谐,xié,2,"harmonize, agree; joke, jest"
1778,6,2422,1277,宀 40.5,8,宠,chǒng,3,"favorite, concubine; favor"
1779,6,2433,1482,口 30.6,9,哇,wa,0,vomit; cry of an infant
1780,6,2444,3241,足 157.8,15,踢,tī,1,kick
1781,6,2457,3195,走 156.8,15,趟,tàng,4,"time, occasion; take journey"
1782,6,2493,2140,女 38.7,10,娱,yú,2,"pleasure, enjoyment, amusement"
1783,6,2497,3458,足 157.12,19,蹲,dūn,1,"squat, crouch; idle about"
1784,6,2518,1812,士 33.7,10,壶,hú,2,"jar, pot, jug, vase; surname"
1785,6,2556,3081,木 75.10,14,榜,bǎng,3,placard; list of successful exam candidates
1786,6,2558,2696,人 9.10,12,傍,bàng,4,"by side of, beside, near, close"
1787,6,2570,3243,足 157.8,15,踩,cǎi,3,step on
1788,6,2582,2529,火 86.8,12,煮,zhǔ,3,cook
1789,6,2590,1234,火 86.4,8,炒,chǎo,3,"fry, saute, roast, boil, cook"
1790,6,2641,1934,金 167.5,10,铅,qiān,1,lead
1791,6,2659,3409,足 157.10,17,蹈,dǎo,3,stamp feet; dance
1792,6,2753,1804,手 64.7,10,捡,jiǎn,3,to pick up
1793,6,2920,1047,厂 27.6,8,厕,cè,4,"mingle with; toilet, lavatory"
1794,6,3021,2803,米 119.6,12,粥,zhōu,1,"rice gruel, congee"
1795,6,3076,3222,酉 164.8,15,醋,cù,4,"vinegar; jealousy, envy"
1796,6,3100,2986,酉 164.6,13,酱,jiàng,4,any jam-like or paste-like food
1797,6,3136,1013,艸 140.5,8,茄,jiā,1,eggplant
1798,6,3275,49,勹 20.1,3,勺,sháo,2,"spoon, ladle; unit of volume"
1799,6,3363,3321,艸 140.14,16,薯,shǔ,3,"yam, tuber, potato"
1800,6,3628,3138,食 184.11,14,馒,mán,2,steamed bread; steamed dumplings
1801,789,168,2541,斤 69.8,12,斯,sī,1,"this, thus, such; to lop off; emphatic particle"
1802,789,392,1108,网 122.3,8,罗,luō,1,net for catching birds; gauze
1803,789,525,914,阜 170.5,7,陈,chén,2,"exhibit, display; plead; a surname"
1804,789,642,306,八 12.3,5,兰,lán,2,"orchid; elegant, graceful"
1805,789,654,326,尸 44.2,5,尼,ní,2,Buddhist nun; transliteration
1806,789,701,1680,水 85.6,9,洲,zhōu,1,continent; island; islet
1807,789,721,535,巛 47.3,6,州,zhōu,1,"administrative division, state"
1808,789,751,517,刀 18.4,6,刘,liú,2,"surname; kill, destroy"
1809,789,761,478,人 9.4,6,伊,yī,1,"third person pronoun; he, she, this, that"
1810,789,821,778,人 9.5,7,伯,bó,2,father's elder brother; senior
1811,789,823,1053,欠 76.4,8,欧,ōu,1,translit.: Europe; ohm; surname
1812,789,886,516,亠 8.4,6,亦,yì,4,"also, too; likewise"
1813,789,898,2717,魚 195.4,12,鲁,lǔ,3,"foolish, stupid, rash; vulgar"
1814,789,951,1263,水 85.5,8,泽,zé,2,"marsh, swamp; grace, brilliance"
1815,789,955,1824,艸 140.7,10,莫,mò,4,"do not, is not, can not; negative"
1816,789,966,2200,力 19.9,11,勒,lēi,1,"strangle, tighten"
1817,789,970,470,人 9.4,6,伦,lún,2,normal human relationships
1818,789,972,2701,大 37.9,12,奥,ào,4,"mysterious, obscure, profound"
1819,789,973,2037,口 30.7,10,唐,táng,2,Tang dynasty; Chinese
1820,789,975,1564,人 9.7,9,俄,é,2,"sudden(ly), soon; Russian"
1821,789,985,899,口 30.4,7,君,jūn,1,"sovereign, monarch, ruler, chief, prince"
1822,789,990,878,宀 40.4,7,宋,sòng,4,Song dynasty; surname
1823,789,1026,347,一 1.4,5,丝,sī,1,silk; fine thread; wire; strings
1824,789,1046,2217,艸 140.9,11,萨,sà,4,Buddhist gods or immortals
1825,789,1061,1330,女 38.5,8,姆,mǔ,3,woman who looks after small children
1826,789,1062,689,木 75.3,7,杨,yáng,2,"willow, poplar, aspen; surname"
1827,789,1087,351,刀 18.4,6,刑,xíng,2,"punishment, penalty; law"
1828,789,1098,1623,辵 162.6,9,迹,jī,1,"traces, impressions, footprints"
1829,789,1109,43,巛 47.0,3,川,chuān,1,"stream, river; flow; boil"
1830,789,1120,445,木 75.2,6,朱,zhū,1,"cinnabar, vermilion; surname"
1831,789,1132,1229,邑 163.6,8,郑,zhèng,4,Zheng state during the Warring States period; surname
1832,789,1135,718,口 30.4,7,吴,wú,2,name of warring state; surname
1833,789,1138,380,臣 131.0,6,臣,chén,2,"minister, statesman, official"
1834,789,1139,2600,隹 172.4,12,雅,yǎ,3,"elegant, graceful, refined"
1835,789,1165,20,丿 4.1,2,乃,nǎi,3,"then; really, indeed; as it turned out, after all; namely"
1836,789,1168,5,一 1.1,2,丁,dīng,1,"male adult; robust, vigorous; 4th heavenly stem"
1837,789,1169,1378,走 156.2,9,赵,zhào,4,surname; ancient state
1838,789,1180,3484,鬼 194.11,20,魔,mó,2,"demon, evil spirits; magic power"
1839,789,1195,108,瓦 98.0,4,瓦,wǎ,3,tile; earthenware pottery; girl
1840,789,1213,2246,龍 212.6,11,袭,xí,2,"raid, attack; inherit"
1841,789,1216,1141,人 9.6,8,侠,xiá,2,chivalrous person; knight-errant
1842,789,1221,2558,韋 178.8,12,韩,hán,2,fence; surname; Korea
1843,789,1245,793,彳 60.4,7,役,yì,4,"service; a servant, laborer; to serve"
1844,789,1255,272,人 9.3,5,仙,xiān,1,"Taoist super-being, transcendent, immortal"
1845,789,1264,1057,車 159.4,8,轰,hōng,1,"rumble, explosion, blast"
1846,789,1277,680,木 75.3,7,杜,dù,4,"stop, prevent; restrict; surname"
1847,789,1280,155,丶 3.3,4,丹,dān,1,cinnabar (native HgS); vermilion (artificial HgS used as pigment)
1848,789,1289,179,子 39.1,4,孔,kǒng,3,"opening, hole, orifice; great"
1849,789,1291,207,艸 140.2,5,艾,ài,4,"artemisia, mugwort; translit."
1850,789,1294,3435,羽 124.12,17,翼,yì,4,wings; fins on fish; shelter
1851,789,1301,2966,心 61.9,13,愈,yù,4,"more and more, even more"
1852,789,1313,1976,彳 60.7,10,徐,xú,2,"slowly, quietly, calmly; composed, dignified"
1853,789,1318,1771,水 85.5,10,泰,tài,4,"great, exalted, superior; big"
1854,789,1328,1412,艸 140.6,9,荒,huāng,1,"wasteland, desert; uncultivated"
1855,789,1332,2827,玉 96.9,13,瑞,ruì,4,felicitous omen; auspicious
1856,789,1346,3058,赤 155.7,14,赫,hè,4,"bright, radiant, glowing"
1857,789,1348,2830,鬼 194.4,13,魂,hún,2,"soul, spirit"
1858,789,1353,1683,水 85.6,9,津,jīn,1,ferry; saliva; ford
1859,789,1360,128,人 9.2,4,仁,rén,2,"humaneness, benevolence, kindness"
1860,789,1363,348,邑 163.4,6,邦,bāng,1,"nation, country, state"
1861,789,1372,2706,舟 137.7,12,艇,tǐng,3,"small boat, dugout, punt"
1862,789,1379,2930,网 122.8,13,署,shǔ,3,public office
1863,789,1381,2704,彳 60.8,12,御,yù,4,"drive, ride; chariot; manage"
1864,789,1389,460,人 9.4,6,伏,fú,2,"crouch, crawl, lie hidden, conceal"
1865,789,1394,1772,禾 115.5,10,秦,qín,2,surname; Qin dynasty (221-207 BC)
1866,789,1400,2479,阜 170.9,11,隆,lóng,2,"prosperous, plentiful, abundant"
1867,789,1402,333,女 38.2,5,奴,nú,2,"slave, servant"
1868,789,1408,205,甘 99.0,5,甘,gān,1,"sweetness; sweet, tasty"
1869,789,1419,1465,白 106.4,9,皆,jiē,1,"all, every, everybody"
1870,789,1421,1280,宀 40.5,8,宙,zhòu,4,time as concept; infinite time
1871,789,1423,1106,山 46.5,8,岩,yán,2,cliff; rocks; mountain
1872,789,1424,1414,艸 140.7,9,荡,dàng,4,"pond, pool; wash away, cleanse"
1873,789,1427,1826,艸 140.7,10,荷,hé,2,"lotus, water lily, holland"
1874,789,1429,2556,艸 140.9,12,蒂,dì,4,peduncle or stem of plants
1875,789,1440,1091,辵 162.5,8,迪,dí,2,"enlighten, advance; progress"
1876,789,1442,3337,雨 173.8,16,霍,huò,4,"quickly, suddenly; surname"
1877,789,1445,3192,手 64.12,15,撒,sā,1,"release, cast away, let go; disperse; relax"
1878,789,1447,1112,几 16.6,8,凯,kǎi,3,"triumphant; triumph, victory"
1879,789,1460,1729,目 109.4,9,眉,méi,2,eyebrows; upper margin of book
1880,789,1470,3273,舟 137.10,15,艘,sōu,1,"counter for ships, vessels"
1881,789,1476,3262,黍 202.3,15,黎,lí,2,"surname; numerous, many; black"
1882,789,1479,1145,人 9.6,8,侦,zhēn,1,"spy, reconnoiter; detective"
1883,789,1484,1699,宀 40.6,9,宪,xiàn,4,"constitution, statute, law"
1884,789,1487,3002,心 61.10,13,慈,cí,2,"kind, charitable, benevolent"
1885,789,1488,452,大 37.3,6,乔,qiáo,2,"tall, lofty; proud, stately"
1886,789,1497,2712,肉 130.8,12,腊,là,4,year end sacrifice; dried meat
